Id,Hashed_Context,Pronoun,Position,Candidate_Antecedent,Manual Evaluation
105-them-1,The system should display all routes to drivers and passengers so that they can select one of them#1.,them,17,passengers,A
106-their-0,The system should allow drivers and passengers to view their#0last 30 trips.,their,9,The system,UA
106-their-0,The system should allow drivers and passengers to view their#0last 30 trips.,their,9,drivers,UA
106-their-0,The system should allow drivers and passengers to view their#0last 30 trips.,their,9,drivers and passengers,UA
106-their-0,The system should allow drivers and passengers to view their#0last 30 trips.,their,9,passengers,UA
107-their-0,The system should allow driver and passengers to edit and update their#0profiles.,their,11,The system,UA
107-their-0,The system should allow driver and passengers to edit and update their#0profiles.,their,11,driver,UA
107-their-0,The system should allow driver and passengers to edit and update their#0profiles.,their,11,driver and passengers,UA
107-their-0,The system should allow driver and passengers to edit and update their#0profiles.,their,11,passengers,UA
108-their-0,The system should not allow drivers and passenger to update their#0name and ID.,their,10,The system,UA
108-their-0,The system should not allow drivers and passenger to update their#0name and ID.,their,10,drivers,UA
108-their-0,The system should not allow drivers and passenger to update their#0name and ID.,their,10,drivers and passenger,UA
108-their-0,The system should not allow drivers and passenger to update their#0name and ID.,their,10,passenger,UA
109-his-0,User will be able to delete a website's activity and add his#0new websites whose activity he wants to check.,his,12,User,A
109-his-0,User will be able to delete a website's activity and add his#0new websites whose activity he wants to check.,his,12,a website's activity,A
109-he-1,User will be able to delete a website's activity and add his new websites whose activity he#1wants to check.,he,17,User,A
109-he-1,User will be able to delete a website's activity and add his new websites whose activity he#1wants to check.,he,17,a website's activity,A
109-he-1,User will be able to delete a website's activity and add his new websites whose activity he#1wants to check.,he,17,his new websites,A
109-he-1,User will be able to delete a website's activity and add his new websites whose activity he#1wants to check.,he,17,whose activity,A
110-their-0,Database will keep the records of the users and their#0current work like their website etc.,their,9,Database,UA
110-their-0,Database will keep the records of the users and their#0current work like their website etc.,their,9,the records,UA
110-their-0,Database will keep the records of the users and their#0current work like their website etc.,their,9,the users,UA
110-their-0,Database will keep the records of the users and their#0current work like their website etc.,their,9,the users and their current work,UA
110-their-1,Database will keep the records of the users and their current work like their#1website etc.,their,13,Database,UA
110-their-1,Database will keep the records of the users and their current work like their#1website etc.,their,13,the records,UA
110-their-1,Database will keep the records of the users and their current work like their#1website etc.,their,13,the users,UA
110-their-1,Database will keep the records of the users and their current work like their#1website etc.,their,13,the users and their current work,UA
110-their-1,Database will keep the records of the users and their current work like their#1website etc.,their,13,their current work,UA
111-his-0,"If a user wants to search something about his#0/her website, he or she can do it by simply retrieving data from database. ",his,8,a user,UA
111-her-1,"If a user wants to search something about his/her#1website, he or she can do it by simply retrieving data from database. ",her,10,a user,UA
111-he-2,"If a user wants to search something about his/her website, he#2or she can do it by simply retrieving data from database. ",he,13,a user,UA
111-he-2,"If a user wants to search something about his/her website, he#2or she can do it by simply retrieving data from database. ",he,13,his/her website,UA
111-she-3,"If a user wants to search something about his/her website, he or she#3can do it by simply retrieving data from database. ",she,15,a user,UA
111-she-3,"If a user wants to search something about his/her website, he or she#3can do it by simply retrieving data from database. ",she,15,his/her website,UA
111-it-4,"If a user wants to search something about his/her website, he or she can do it#4by simply retrieving data from database. ",it,18,a user,UA
111-it-4,"If a user wants to search something about his/her website, he or she can do it#4by simply retrieving data from database. ",it,18,his/her website,UA
112-them-0,The system must provide opportunity to create an account through Sign up button which will redirect them#0to the sign up panel.,them,16,The system,UA
112-them-0,The system must provide opportunity to create an account through Sign up button which will redirect them#0to the sign up panel.,them,16,opportunity,UA
112-them-0,The system must provide opportunity to create an account through Sign up button which will redirect them#0to the sign up panel.,them,16,an account,UA
112-them-0,The system must provide opportunity to create an account through Sign up button which will redirect them#0to the sign up panel.,them,16,Sign up button,UA
113-her-0,The user must be allowed update his/ her#0password using the password recovery option,her,7,The user,UA
113-her-0,The user must be allowed update his/ her#0password using the password recovery option,her,7,update,UA
114-his-0,The user can pre Look his#0profile details and credentials through Look profile,his,5,The user,UA
115-he-0,A Category from drop down menu if he#0wants to see the news of only specific category (i.e. sports).,he,7,A Category,A
115-he-0,A Category from drop down menu if he#0wants to see the news of only specific category (i.e. sports).,he,7,drop down menu,A
116-it-0,The User shall add the location of the news where it#0occurred,it,10,The User,A
116-it-0,The User shall add the location of the news where it#0occurred,it,10,the location,A
116-it-0,The User shall add the location of the news where it#0occurred,it,10,the news,A
117-he-0,The User shall add the related pictures or videos of the news which he#0wants to upload. ,he,13,The User,UA
117-he-0,The User shall add the related pictures or videos of the news which he#0wants to upload. ,he,13,the related pictures,UA
117-he-0,The User shall add the related pictures or videos of the news which he#0wants to upload. ,he,13,the related pictures or videos,UA
117-he-0,The User shall add the related pictures or videos of the news which he#0wants to upload. ,he,13,videos,UA
117-he-0,The User shall add the related pictures or videos of the news which he#0wants to upload. ,he,13,the news,UA
118-their-0,The feature allows the user and the administrator to log out of the system from their#0own account.,their,15,The feature,UA
118-their-0,The feature allows the user and the administrator to log out of the system from their#0own account.,their,15,the user,UA
118-their-0,The feature allows the user and the administrator to log out of the system from their#0own account.,their,15,the user and the administrator,UA
118-their-0,The feature allows the user and the administrator to log out of the system from their#0own account.,their,15,the administrator,UA
118-their-0,The feature allows the user and the administrator to log out of the system from their#0own account.,their,15,the system,UA
119-its-0,The system shall allow the Admin and the end-user to view its#0Gallery.,its,13,The system,A
119-its-0,The system shall allow the Admin and the end-user to view its#0Gallery.,its,13,the Admin,A
119-its-0,The system shall allow the Admin and the end-user to view its#0Gallery.,its,13,the Admin and the end-user,A
119-its-0,The system shall allow the Admin and the end-user to view its#0Gallery.,its,13,the end-user,A
120-its-0,The system shall allow the Admin and the end-user to view its#0History.,its,13,The system,A
120-its-0,The system shall allow the Admin and the end-user to view its#0History.,its,13,the Admin,A
120-its-0,The system shall allow the Admin and the end-user to view its#0History.,its,13,the Admin and the end-user,A
120-its-0,The system shall allow the Admin and the end-user to view its#0History.,its,13,the end-user,A
121-its-0,"The system shall allow end-user to view and make changes in its#0profile such as Name, Password.",its,13,The system,A
121-its-0,"The system shall allow end-user to view and make changes in its#0profile such as Name, Password.",its,13,end-user,A
121-its-0,"The system shall allow end-user to view and make changes in its#0profile such as Name, Password.",its,13,changes,A
122-their-0,The system shall allow the admin to change their#0login credentials,their,8,The system,UA
122-their-0,The system shall allow the admin to change their#0login credentials,their,8,the admin,UA
123-it-0,"The application will take the picture through the camera app on the user? android phone or through the gallery, then it#0will predict its AQL.",it,22,The application,UA
123-it-0,"The application will take the picture through the camera app on the user? android phone or through the gallery, then it#0will predict its AQL.",it,22,the picture,UA
123-it-0,"The application will take the picture through the camera app on the user? android phone or through the gallery, then it#0will predict its AQL.",it,22,the camera app,UA
123-it-0,"The application will take the picture through the camera app on the user? android phone or through the gallery, then it#0will predict its AQL.",it,22,the user,UA
123-it-0,"The application will take the picture through the camera app on the user? android phone or through the gallery, then it#0will predict its AQL.",it,22,the gallery,UA
123-its-1,"The application will take the picture through the camera app on the user? android phone or through the gallery, then it will predict its#1AQL.",its,25,The application,UA
123-its-1,"The application will take the picture through the camera app on the user? android phone or through the gallery, then it will predict its#1AQL.",its,25,the picture,UA
123-its-1,"The application will take the picture through the camera app on the user? android phone or through the gallery, then it will predict its#1AQL.",its,25,the camera app,UA
123-its-1,"The application will take the picture through the camera app on the user? android phone or through the gallery, then it will predict its#1AQL.",its,25,the user,UA
123-its-1,"The application will take the picture through the camera app on the user? android phone or through the gallery, then it will predict its#1AQL.",its,25,the gallery,UA
124-their-0,Voters will be provide their#0tazkira number in order to be recognized on the day of election.,their,4,Voters,UA
125-their-0,User will login by their#0name (user name) and password.,their,4,User,UA
126-his-0,This user shall be able to make changes to his#0device according to his desire by using this option,his,9,This user,A
126-his-0,This user shall be able to make changes to his#0device according to his desire by using this option,his,9,changes,A
126-his-1,This user shall be able to make changes to his device according to his#1desire by using this option,his,13,This user,A
126-his-1,This user shall be able to make changes to his device according to his#1desire by using this option,his,13,changes,A
126-his-1,This user shall be able to make changes to his device according to his#1desire by using this option,his,13,his device,A
134-they-0,The system shall take the user and registered users to the subjected screen when they#0select a notification.,they,14,The system,UA
134-they-0,The system shall take the user and registered users to the subjected screen when they#0select a notification.,they,14,the user,UA
134-they-0,The system shall take the user and registered users to the subjected screen when they#0select a notification.,they,14,the user and registered users,UA
134-they-0,The system shall take the user and registered users to the subjected screen when they#0select a notification.,they,14,registered users,UA
134-they-0,The system shall take the user and registered users to the subjected screen when they#0select a notification.,they,14,the subjected screen,UA
135-themselves-0,The system shall ask user to first register themselves#0in the system in order to login.,themselves,8,The system,UA
135-themselves-0,The system shall ask user to first register themselves#0in the system in order to login.,themselves,8,user,UA
136-their-0,"The system shall allow users to edit their#0profile information i.e. name, email, phone and reset password.",their,7,The system,UA
136-their-0,"The system shall allow users to edit their#0profile information i.e. name, email, phone and reset password.",their,7,users,UA
137-it-0,The system shall allow the PIR sensor to send a single to GPIO pin when it#0detects infrared radiations indication motion.,it,15,The system,A
137-it-0,The system shall allow the PIR sensor to send a single to GPIO pin when it#0detects infrared radiations indication motion.,it,15,the PIR sensor,A
137-it-0,The system shall allow the PIR sensor to send a single to GPIO pin when it#0detects infrared radiations indication motion.,it,15,GPIO pin,A
138-it-0,The system shall not accept the password if it#0is not entered within 30 seconds.,it,8,The system,A
138-it-0,The system shall not accept the password if it#0is not entered within 30 seconds.,it,8,the password,A
139-their-0,The Mobile App shall enable the user to enter their#0email and password or phone number to login.,their,9,The Mobile App,UA
139-their-0,The Mobile App shall enable the user to enter their#0email and password or phone number to login.,their,9,the user,UA
140-their-0,"The Mobile App shall display annotated trash items, with their#0names and categories.",their,10,The Mobile App,A
140-their-0,"The Mobile App shall display annotated trash items, with their#0names and categories.",their,10,trash items,A
141-it-0,If the alert option is selected then it#0will alert the organizations that deal with those category of items.,it,7,the alert option,A
142-its-0,By selecting an item the Mobile App will show further guidelines on its#0disposal method.,its,12,an item,UA
142-its-0,By selecting an item the Mobile App will show further guidelines on its#0disposal method.,its,12,the Mobile App,UA
142-its-0,By selecting an item the Mobile App will show further guidelines on its#0disposal method.,its,12,further guidelines,UA
143-they-0,The Mobile App shall then allow user to select out disposable items they#0have dealt with.,they,12,The Mobile App,UA
143-they-0,The Mobile App shall then allow user to select out disposable items they#0have dealt with.,they,12,user,UA
143-they-0,The Mobile App shall then allow user to select out disposable items they#0have dealt with.,they,12,disposable items,UA
144-their-0,"The Mobile App shall display user reports such as disposed items over the time, type of items disposed, their#0frequency, organizations that disposed the items.",their,20,The Mobile App,A
144-their-0,"The Mobile App shall display user reports such as disposed items over the time, type of items disposed, their#0frequency, organizations that disposed the items.",their,20,user reports,A
144-their-0,"The Mobile App shall display user reports such as disposed items over the time, type of items disposed, their#0frequency, organizations that disposed the items.",their,20,disposed items,A
144-their-0,"The Mobile App shall display user reports such as disposed items over the time, type of items disposed, their#0frequency, organizations that disposed the items.",their,20,the time,A
144-their-0,"The Mobile App shall display user reports such as disposed items over the time, type of items disposed, their#0frequency, organizations that disposed the items.",their,20,type,A
144-their-0,"The Mobile App shall display user reports such as disposed items over the time, type of items disposed, their#0frequency, organizations that disposed the items.",their,20,items,A
145-its-0,The organization will be displayed a success dialog and moved to its#0dashboard.,its,11,The organization,A
145-its-0,The organization will be displayed a success dialog and moved to its#0dashboard.,its,11,a success dialog,A
146-their-0,The website shall allow the user to edit their#0account information.,their,8,The website,UA
146-their-0,The website shall allow the user to edit their#0account information.,their,8,the user,UA
147-it-0,The Admin shall select an approval request from a list of requests and approve the account or disapprove it#0,it,18,The Admin,A
147-it-0,The Admin shall select an approval request from a list of requests and approve the account or disapprove it#0,it,18,an approval request,A
147-it-0,The Admin shall select an approval request from a list of requests and approve the account or disapprove it#0,it,18,a list,A
147-it-0,The Admin shall select an approval request from a list of requests and approve the account or disapprove it#0,it,18,requests,A
147-it-0,The Admin shall select an approval request from a list of requests and approve the account or disapprove it#0,it,18,the account,A
148-their-0,Login page for tenants to manage their#0apps,their,6,page,A
148-their-0,Login page for tenants to manage their#0apps,their,6,tenants,A
149-their-0,"Tenants can add their#0personal (name, email, dob) information",their,3,Tenants,UA
153-their-0,Tenants can change their#0default credentials of subscribed app,their,3,Tenants,UA
154-they-0,A help page must be shown to the tenant for solving any difficulties they#0might encounter.,they,13,A help page,UA
154-they-0,A help page must be shown to the tenant for solving any difficulties they#0might encounter.,they,13,the tenant,UA
154-they-0,A help page must be shown to the tenant for solving any difficulties they#0might encounter.,they,13,any difficulties,UA
155-their-0,The developers should follow the guidelines that would be provided to create their#0database models/tables.,their,12,The developers,A
155-their-0,The developers should follow the guidelines that would be provided to create their#0database models/tables.,their,12,the guidelines,A
156-their-0,A list of customers will be maintained with their#0information,their,8,A list,UA
156-their-0,A list of customers will be maintained with their#0information,their,8,customers,UA
157-their-0,A list of all the orders will be maintained with their#0delivery status,their,10,A list,UA
157-their-0,A list of all the orders will be maintained with their#0delivery status,their,10,all the orders,UA
158-it-0,The system shall provide search bar to write any form of comment in it#0,it,13,The system,UA
158-it-0,The system shall provide search bar to write any form of comment in it#0,it,13,search bar,UA
158-it-0,The system shall provide search bar to write any form of comment in it#0,it,13,any form,UA
158-it-0,The system shall provide search bar to write any form of comment in it#0,it,13,comment,UA
